Name of Restaurant,City,Country Code,Day of week,Start Time Hour,Start Time Minute,End Time Hour,End Time Minute
RYUJIN RAMEN,Brooklyn,US,4,17,30,0,0
RYUJIN RAMEN,Brooklyn,US,4,12,0,16,30
RYUJIN RAMEN,Brooklyn,US,3,17,30,23,0
RYUJIN RAMEN,Brooklyn,US,3,12,0,16,30
RYUJIN RAMEN,Brooklyn,US,2,17,30,23,0
RYUJIN RAMEN,Brooklyn,US,2,12,0,16,30
RYUJIN RAMEN,Brooklyn,US,1,17,30,23,0
RYUJIN RAMEN,Brooklyn,US,1,12,0,16,30
RYUJIN RAMEN,Brooklyn,US,0,17,30,23,0
RYUJIN RAMEN,Brooklyn,US,0,12,0,16,30
Rí Rá Irish Pub,Las Vegas,US,6,9,0,3,0
Rí Rá Irish Pub,Las Vegas,US,5,9,0,4,0
Rí Rá Irish Pub,Las Vegas,US,4,8,0,4,0
Rí Rá Irish Pub,Las Vegas,US,3,8,0,3,0
Rí Rá Irish Pub,Las Vegas,US,2,8,0,3,0
Rí Rá Irish Pub,Las Vegas,US,1,8,0,3,0
Rí Rá Irish Pub,Las Vegas,US,0,8,0,3,0
S & T Thai Gourmet Cafe,Perth,AU,6,11,0,21,0
S & T Thai Gourmet Cafe,Perth,AU,5,11,0,21,0
S & T Thai Gourmet Cafe,Perth,AU,4,11,0,21,0
S & T Thai Gourmet Cafe,Perth,AU,3,11,0,21,0
S & T Thai Gourmet Cafe,Perth,AU,2,11,0,21,0
S & T Thai Gourmet Cafe,Perth,AU,1,11,0,21,0
S & T Thai Gourmet Cafe,Perth,AU,0,11,0,21,0
Sa-By Thai Cuisine,San Jose,US,6,17,0,23,0
Sa-By Thai Cuisine,San Jose,US,6,12,0,16,0
Sa-By Thai Cuisine,San Jose,US,5,17,0,23,0
Sa-By Thai Cuisine,San Jose,US,5,12,0,16,0
Sa-By Thai Cuisine,San Jose,US,4,17,0,23,0
Sa-By Thai Cuisine,San Jose,US,4,11,0,15,0
Sa-By Thai Cuisine,San Jose,US,3,17,0,23,0
Sa-By Thai Cuisine,San Jose,US,3,11,0,15,0
Sa-By Thai Cuisine,San Jose,US,2,17,0,23,0
Sa-By Thai Cuisine,San Jose,US,2,11,0,15,0
Sa-By Thai Cuisine,San Jose,US,1,17,0,23,0
Sa-By Thai Cuisine,San Jose,US,1,11,0,15,0
Sa-By Thai Cuisine,San Jose,US,0,17,0,23,0
Sa-By Thai Cuisine,San Jose,US,0,11,0,15,0
Sa-By Thai,San Jose,US,6,17,0,23,0
Sa-By Thai,San Jose,US,6,12,0,16,0
Sa-By Thai,San Jose,US,5,17,0,23,0
Sa-By Thai,San Jose,US,5,12,0,16,0
Sa-By Thai,San Jose,US,4,17,0,23,0
Sa-By Thai,San Jose,US,4,11,0,15,0
Sa-By Thai,San Jose,US,3,17,0,23,0
Sa-By Thai,San Jose,US,3,11,0,15,0
Sa-By Thai,San Jose,US,2,17,0,23,0
Sa-By Thai,San Jose,US,2,11,0,15,0
Sa-By Thai,San Jose,US,1,17,0,23,0
Sa-By Thai,San Jose,US,1,11,0,15,0
Sa-By Thai,San Jose,US,0,17,0,23,0
Sa-By Thai,San Jose,US,0,11,0,15,0
Sabai,Melbourne,AU,6,16,30,21,30
Sabai,Melbourne,AU,5,16,30,21,30
Sabai,Melbourne,AU,4,11,30,21,30
Sabai,Melbourne,AU,3,11,30,21,30
Sabai,Melbourne,AU,2,11,30,21,30
Sabai,Melbourne,AU,1,11,30,21,30
Sabai,Melbourne,AU,0,11,30,21,30
Sabbaba,Sydney,AU,6,9,30,18,30
Sabbaba,Sydney,AU,5,9,30,20,0
Sabbaba,Sydney,AU,4,9,30,20,0
Sabbaba,Sydney,AU,3,9,30,18,30
Sabbaba,Sydney,AU,2,9,30,18,30
Sabbaba,Sydney,AU,1,9,30,18,30
Sabbaba,Sydney,AU,0,9,30,18,30
Sabor Latin Street Grill,Charlotte,US,6,11,0,21,0
Sabor Latin Street Grill,Charlotte,US,5,11,0,21,0
Sabor Latin Street Grill,Charlotte,US,4,11,0,21,0
Sabor Latin Street Grill,Charlotte,US,3,11,0,21,0
Sabor Latin Street Grill,Charlotte,US,2,11,0,21,0
Sabor Latin Street Grill,Charlotte,US,1,11,0,21,0
Sabor Latin Street Grill,Charlotte,US,0,11,0,21,0
Sabor Latin Street Grill,Charlotte,US,6,11,0,22,0
Sabor Latin Street Grill,Charlotte,US,5,11,0,22,0
Sabor Latin Street Grill,Charlotte,US,4,11,0,22,0
Sabor Latin Street Grill,Charlotte,US,3,11,0,22,0
Sabor Latin Street Grill,Charlotte,US,2,11,0,22,0
Sabor Latin Street Grill,Charlotte,US,1,11,0,22,0
Sabor Latin Street Grill,Charlotte,US,0,11,0,22,0
Sabor Latin Street Grill - Noda,Charlotte,US,6,11,0,22,0
Sabor Latin Street Grill - Noda,Charlotte,US,5,11,0,22,0
Sabor Latin Street Grill - Noda,Charlotte,US,4,11,0,22,0
Sabor Latin Street Grill - Noda,Charlotte,US,3,11,0,22,0
Sabor Latin Street Grill - Noda,Charlotte,US,2,11,0,22,0
Sabor Latin Street Grill - Noda,Charlotte,US,1,11,0,22,0
Sabor Latin Street Grill - Noda,Charlotte,US,0,11,0,22,0
Sabroso Taqueria,Boston,US,4,10,30,17,30
Sabroso Taqueria,Boston,US,3,10,30,17,30
Sabroso Taqueria,Boston,US,2,10,30,17,30
Sabroso Taqueria,Boston,US,1,10,30,17,30
Sabroso Taqueria,Boston,US,0,10,30,17,30
Saffron Kabob House,Houston,US,6,11,0,22,0
Saffron Kabob House,Houston,US,5,11,0,23,0
Saffron Kabob House,Houston,US,4,11,0,23,0
Saffron Kabob House,Houston,US,3,10,30,22,0
Saffron Kabob House,Houston,US,2,10,30,22,0
Saffron Kabob House,Houston,US,1,10,30,22,0
Saffron Kabob House,Houston,US,0,10,30,22,0
Saffron Room,Gungahlin,AU,6,9,0,21,30
Saffron Room,Gungahlin,AU,5,9,0,22,0
Saffron Room,Gungahlin,AU,4,9,0,22,0
Saffron Room,Gungahlin,AU,3,9,0,21,30
Saffron Room,Gungahlin,AU,2,9,0,21,30
Saffron Room,Gungahlin,AU,1,9,0,21,30
Sagaponack Bar & Grill,New York,US,5,16,0,23,0
Sagaponack Bar & Grill,New York,US,4,11,30,23,0
Sagaponack Bar & Grill,New York,US,3,11,30,23,0
Sagaponack Bar & Grill,New York,US,2,11,30,22,30
Sagaponack Bar & Grill,New York,US,1,11,30,22,30
Sagaponack Bar & Grill,New York,US,0,11,30,22,30
Sagar,London,GB,6,12,0,22,0
Sagar,London,GB,5,12,0,23,0
Sagar,London,GB,4,12,0,23,0
Sagar,London,GB,3,12,0,23,0
Sagar,London,GB,2,12,0,23,0
Sagar,London,GB,1,12,0,23,0
Sagar,London,GB,0,12,0,23,0
Sage On Ann,Brisbane,AU,4,6,30,16,0
Sage On Ann,Brisbane,AU,3,6,30,16,0
Sage On Ann,Brisbane,AU,2,6,30,16,0
Sage On Ann,Brisbane,AU,1,6,30,16,0
Sage On Ann,Brisbane,AU,0,6,30,16,0
Sager + Wilde - Hackney Road,London,GB,6,12,0,0,0
Sager + Wilde - Hackney Road,London,GB,5,12,0,0,0
Sager + Wilde - Hackney Road,London,GB,4,17,0,0,0
Sager + Wilde - Hackney Road,London,GB,3,17,0,0,0
Sager + Wilde - Hackney Road,London,GB,2,17,0,0,0
Sager + Wilde - Hackney Road,London,GB,1,17,0,0,0
Sager + Wilde - Hackney Road,London,GB,0,17,0,0,0
Sahara Ark,Brooklyn,US,6,11,0,23,0
Sahara Ark,Brooklyn,US,5,11,0,23,0
Sahara Ark,Brooklyn,US,4,11,0,23,0
Sahara Ark,Brooklyn,US,3,11,0,23,0
Sahara Ark,Brooklyn,US,2,11,0,23,0
Sahara Ark,Brooklyn,US,1,11,0,23,0
Sahara Ark,Brooklyn,US,0,11,0,23,0
Sahara Restaurant,Melbourne,AU,6,12,0,23,0
Sahara Restaurant,Melbourne,AU,5,12,0,1,0
Sahara Restaurant,Melbourne,AU,4,12,0,1,0
Sahara Restaurant,Melbourne,AU,3,12,0,23,0
Sahara Restaurant,Melbourne,AU,2,12,0,23,0
Sahara Restaurant,Melbourne,AU,1,12,0,23,0
Saigon Alley,Boston,US,4,11,0,14,0
Saigon Alley,Boston,US,2,11,0,14,0
Saigon Alley,Boston,US,1,11,0,14,0
Saigon Alley,Boston,US,0,11,0,14,0
Saigon Alley Cafe,Brisbane,AU,4,7,0,15,0
Saigon Alley Cafe,Brisbane,AU,3,7,0,15,0
Saigon Alley Cafe,Brisbane,AU,2,7,0,15,0
Saigon Alley Cafe,Brisbane,AU,1,7,0,15,0
Saigon Alley Cafe,Brisbane,AU,0,7,0,15,0
Saigon Bowl,Denver,US,6,10,0,22,0
Saigon Bowl,Denver,US,5,10,0,22,0
Saigon Bowl,Denver,US,4,10,0,22,0
Saigon Bowl,Denver,US,3,10,0,22,0
Saigon Bowl,Denver,US,2,10,0,22,0
Saigon Bowl,Denver,US,0,10,0,22,0
Saigon House,Houston,US,5,11,0,21,0
Saigon House,Houston,US,4,11,0,21,0
Saigon House,Houston,US,3,11,0,21,0
Saigon House,Houston,US,2,11,0,21,0
Saigon House,Houston,US,1,11,0,21,0
Saigon House,Houston,US,0,11,0,21,0
Saigon Hut,Boston,US,6,10,0,22,0
Saigon Hut,Boston,US,5,10,0,22,0
Saigon Hut,Boston,US,4,10,0,22,0
Saigon Hut,Boston,US,3,10,0,22,0
Saigon Hut,Boston,US,2,10,0,22,0
Saigon Hut,Boston,US,1,10,0,22,0
Saigon Hut,Boston,US,0,10,0,22,0
Saigon Noodle House,Birmingham,US,6,11,0,20,0
Saigon Noodle House,Birmingham,US,5,11,0,22,0
Saigon Noodle House,Birmingham,US,4,11,0,22,0
Saigon Noodle House,Birmingham,US,3,11,0,21,0
Saigon Noodle House,Birmingham,US,2,11,0,21,0
Saigon Noodle House,Birmingham,US,1,11,0,21,0
Saigon Pho,Sydney,AU,6,10,30,21,0
Saigon Pho,Sydney,AU,5,10,30,21,0
Saigon Pho,Sydney,AU,4,10,30,21,0
Saigon Pho,Sydney,AU,3,10,30,21,0
Saigon Pho,Sydney,AU,2,10,30,21,0
Saigon Pho,Sydney,AU,1,10,30,21,0
Saigon Pho,Sydney,AU,0,10,30,21,0
Saigon Sandwich,San Francisco,US,6,7,0,17,30
Saigon Sandwich,San Francisco,US,5,7,0,17,30
Saigon Sandwich,San Francisco,US,4,7,0,17,30
Saigon Sandwich,San Francisco,US,3,7,0,17,30
Saigon Sandwich,San Francisco,US,2,7,0,17,30
Saigon Sandwich,San Francisco,US,1,7,0,17,30
Saigon Sandwich,San Francisco,US,0,7,0,17,30
Saigon Shack,New York,US,6,11,0,23,0
Saigon Shack,New York,US,5,11,0,1,0
Saigon Shack,New York,US,4,11,0,1,0
Saigon Shack,New York,US,3,11,0,1,0
Saigon Shack,New York,US,2,11,0,23,0
Saigon Shack,New York,US,1,11,0,23,0
Saigon Shack,New York,US,0,11,0,23,0
Saino Indian Nepali Kitchen,Las Vegas,US,6,17,0,22,30
Saino Indian Nepali Kitchen,Las Vegas,US,6,11,0,16,30
Saino Indian Nepali Kitchen,Las Vegas,US,5,17,0,22,30
Saino Indian Nepali Kitchen,Las Vegas,US,5,11,0,16,30
Saino Indian Nepali Kitchen,Las Vegas,US,4,17,0,22,30
Saino Indian Nepali Kitchen,Las Vegas,US,4,11,0,15,0
Saino Indian Nepali Kitchen,Las Vegas,US,3,17,0,22,30
Saino Indian Nepali Kitchen,Las Vegas,US,3,11,0,15,0
Saino Indian Nepali Kitchen,Las Vegas,US,2,17,0,22,30
Saino Indian Nepali Kitchen,Las Vegas,US,2,11,0,15,0
Saino Indian Nepali Kitchen,Las Vegas,US,1,17,0,22,30
Saino Indian Nepali Kitchen,Las Vegas,US,1,11,0,15,0
Saino Indian Nepali Kitchen,Las Vegas,US,0,17,0,22,30
Saino Indian Nepali Kitchen,Las Vegas,US,0,11,0,15,0
Saint & Rogue,Melbourne,AU,5,17,0,23,0
Saint & Rogue,Melbourne,AU,4,12,0,0,0
Saint & Rogue,Melbourne,AU,3,12,0,23,0
Saint & Rogue,Melbourne,AU,2,12,0,23,0
Saint & Rogue,Melbourne,AU,1,12,0,23,0
Saint & Rogue,Melbourne,AU,0,12,0,23,0
Saint Larry,Perth,AU,6,12,0,16,0
Saint Larry,Perth,AU,5,10,0,16,0
Saint Larry,Perth,AU,4,8,0,16,0
Saint Larry,Perth,AU,3,8,0,16,0
Saint Larry,Perth,AU,2,8,0,16,0
Saint Larry,Perth,AU,1,8,0,16,0
Saint Larry,Perth,AU,0,8,0,16,0
SAJJ,San Jose,US,6,11,0,21,0
SAJJ,San Jose,US,5,11,0,22,0
SAJJ,San Jose,US,4,11,0,22,0
SAJJ,San Jose,US,3,11,0,21,0
SAJJ,San Jose,US,2,11,0,21,0
SAJJ,San Jose,US,1,11,0,21,0
SAJJ,San Jose,US,0,11,0,21,0
Sakae Japanese Cafe,Melbourne,AU,4,9,0,16,0
Sakae Japanese Cafe,Melbourne,AU,3,9,0,16,0
Sakae Japanese Cafe,Melbourne,AU,2,9,0,16,0
Sakae Japanese Cafe,Melbourne,AU,1,9,0,16,0
Sakae Japanese Cafe,Melbourne,AU,0,9,0,16,0
Sakana,Las Vegas,US,6,11,30,0,0
Sakana,Las Vegas,US,5,11,30,0,0
Sakana,Las Vegas,US,4,11,30,0,0
Sakana,Las Vegas,US,3,11,30,0,0
Sakana,Las Vegas,US,2,11,30,0,0
Sakana,Las Vegas,US,1,11,30,0,0
Sakana,Las Vegas,US,0,11,30,0,0
Sakanaya,Boston,US,6,10,30,19,30
Sakanaya,Boston,US,5,10,30,19,30
Sakanaya,Boston,US,4,10,30,19,30
Sakanaya,Boston,US,3,10,30,19,30
Sakanaya,Boston,US,2,10,30,19,30
Sakanaya,Boston,US,1,10,30,19,30
Sake Jr,Sydney,AU,6,10,0,18,30
Sake Jr,Sydney,AU,5,9,0,19,30
Sake Jr,Sydney,AU,4,8,0,19,30
Sake Jr,Sydney,AU,3,8,0,22,30
Sake Jr,Sydney,AU,2,8,0,19,30
Sake Jr,Sydney,AU,1,8,0,19,30
Sake Jr,Sydney,AU,0,8,0,19,30
Sake Rok,Las Vegas,US,6,10,0,22,0
Sake Rok,Las Vegas,US,5,11,0,22,30
Sake Rok,Las Vegas,US,4,12,0,22,30
Sake Rok,Las Vegas,US,3,12,0,22,0
Sake Rok,Las Vegas,US,2,12,0,22,0
Sake Rok,Las Vegas,US,1,12,0,22,0
Sake Rok,Las Vegas,US,0,12,0,22,0
Sakura House,Denver,US,5,17,0,19,30
Sakura House,Denver,US,5,11,0,14,30
Sakura House,Denver,US,4,17,0,19,30
Sakura House,Denver,US,4,11,0,14,30
Sakura House,Denver,US,3,17,0,19,30
Sakura House,Denver,US,3,11,0,14,30
Sakura House,Denver,US,2,17,0,19,30
Sakura House,Denver,US,2,11,0,14,30
Sakura House,Denver,US,1,17,0,19,30
Sakura House,Denver,US,1,11,0,14,30
Sakura House,Denver,US,0,17,0,19,30
Sakura House,Denver,US,0,11,0,14,30
Sakura Kaiten,Melbourne,AU,5,12,0,22,30
Sakura Kaiten,Melbourne,AU,4,17,0,22,30
Sakura Kaiten,Melbourne,AU,4,11,30,15,0
Sakura Kaiten,Melbourne,AU,3,17,0,22,0
Sakura Kaiten,Melbourne,AU,3,11,30,15,0
Sakura Kaiten,Melbourne,AU,2,17,0,21,30
Sakura Kaiten,Melbourne,AU,2,11,30,15,0
Sakura Kaiten,Melbourne,AU,1,17,0,21,30
Sakura Kaiten,Melbourne,AU,1,11,30,15,0
Sakura Kaiten,Melbourne,AU,0,17,0,21,30
Sakura Kaiten,Melbourne,AU,0,11,30,15,0
Sakura Kaiten Sushi II,Melbourne,AU,6,12,0,21,0
Sakura Kaiten Sushi II,Melbourne,AU,5,12,0,22,0
Sakura Kaiten Sushi II,Melbourne,AU,4,11,30,22,0
Sakura Kaiten Sushi II,Melbourne,AU,3,11,30,22,0
Sakura Kaiten Sushi II,Melbourne,AU,2,11,30,21,30
Sakura Kaiten Sushi II,Melbourne,AU,1,11,30,21,30
Sakura Kaiten Sushi II,Melbourne,AU,0,17,0,21,30
Sakura,Sydney,AU,6,11,0,22,0
Sakura,Sydney,AU,5,11,0,22,0
Sakura,Sydney,AU,4,11,0,22,0
Sakura,Sydney,AU,3,11,0,22,0
Sakura,Sydney,AU,2,11,0,22,0
Sakura,Sydney,AU,1,11,0,22,0
Sakura,Sydney,AU,0,11,0,22,0
Sakuramen,Washington,US,6,11,30,22,0
Sakuramen,Washington,US,5,11,30,23,0
Sakuramen,Washington,US,4,11,30,23,0
Sakuramen,Washington,US,3,17,30,22,30
Sakuramen,Washington,US,2,17,30,22,30
Sakuramen,Washington,US,1,17,30,22,30
Sakuratei Japanese Restaurant,Sydney,AU,5,18,0,21,30
Sakuratei Japanese Restaurant,Sydney,AU,4,18,0,21,30
Sakuratei Japanese Restaurant,Sydney,AU,4,11,30,14,30
Sakuratei Japanese Restaurant,Sydney,AU,3,18,0,21,30
Sakuratei Japanese Restaurant,Sydney,AU,3,11,30,14,30
Sakuratei Japanese Restaurant,Sydney,AU,2,18,0,21,30
Sakuratei Japanese Restaurant,Sydney,AU,2,11,30,14,30
Sakuratei Japanese Restaurant,Sydney,AU,1,18,0,21,30
Sakuratei Japanese Restaurant,Sydney,AU,1,11,30,14,30
Sakuratei Japanese Restaurant,Sydney,AU,0,18,0,21,30
Sakuratei Japanese Restaurant,Sydney,AU,0,11,30,14,30
Saké,Melbourne,AU,6,12,0,22,0
Saké,Melbourne,AU,5,12,0,22,0
Saké,Melbourne,AU,4,12,0,22,0
Saké,Melbourne,AU,3,12,0,22,0
Saké,Melbourne,AU,2,12,0,22,0
Saké,Melbourne,AU,1,12,0,22,0
Saké,Melbourne,AU,0,12,0,22,0
Saké,Melbourne,AU,6,12,0,22,0
Saké,Melbourne,AU,5,12,0,22,0
Saké,Melbourne,AU,4,17,30,22,0
Saké,Melbourne,AU,4,12,0,15,0
Saké,Melbourne,AU,3,17,30,22,0
Saké,Melbourne,AU,3,12,0,15,0
Saké,Melbourne,AU,2,17,30,22,0
Saké,Melbourne,AU,2,12,0,15,0
Saké,Melbourne,AU,1,17,30,22,0
Saké,Melbourne,AU,1,12,0,15,0
Saké,Melbourne,AU,0,17,30,22,0
Saké,Melbourne,AU,0,12,0,15,0
Saké,Sydney,AU,6,17,0,22,0
Saké,Sydney,AU,6,12,0,15,0
Saké,Sydney,AU,5,17,30,23,30
Saké,Sydney,AU,5,12,0,15,0
Saké,Sydney,AU,4,17,30,23,30
Saké,Sydney,AU,4,12,0,15,0
Saké,Sydney,AU,3,17,30,22,30
Saké,Sydney,AU,3,12,0,15,0
Saké,Sydney,AU,2,17,30,22,30
Saké,Sydney,AU,2,12,0,15,0
Saké,Sydney,AU,1,17,30,22,30
Saké,Sydney,AU,1,12,0,15,0
Saké,Sydney,AU,0,17,30,22,30
Saké,Sydney,AU,0,12,0,15,0
Sala Thai,Detroit,US,6,12,0,21,0
Sala Thai,Detroit,US,5,11,0,22,0
Sala Thai,Detroit,US,4,10,30,22,0
Sala Thai,Detroit,US,3,10,30,22,0
Sala Thai,Detroit,US,2,10,30,22,0
Sala Thai,Detroit,US,1,10,30,22,0
Sala Thai,Detroit,US,0,10,30,22,0
Saladworks,Sydney,AU,4,9,0,17,0
Saladworks,Sydney,AU,3,9,0,17,0
Saladworks,Sydney,AU,2,9,0,17,0
Saladworks,Sydney,AU,1,9,0,17,0
Saladworks,Sydney,AU,0,9,0,17,0
SaladWorks,Sydney,AU,6,9,0,17,30
SaladWorks,Sydney,AU,5,9,0,17,30
SaladWorks,Sydney,AU,4,9,0,17,30
SaladWorks,Sydney,AU,3,9,0,17,30
SaladWorks,Sydney,AU,2,9,0,17,30
SaladWorks,Sydney,AU,1,9,0,17,30
SaladWorks,Sydney,AU,0,9,0,17,30
Salare,Seattle,US,6,17,0,22,0
Salare,Seattle,US,6,10,0,13,0
Salare,Seattle,US,5,17,0,22,0
Salare,Seattle,US,5,10,0,13,0
Salare,Seattle,US,4,17,0,22,0
Salare,Seattle,US,3,17,0,22,0
Salare,Seattle,US,2,17,0,22,0
Salee Thai Restaurant,Seattle,US,5,11,0,21,0
Salee Thai Restaurant,Seattle,US,4,11,0,21,0
Salee Thai Restaurant,Seattle,US,3,11,0,21,0
Salee Thai Restaurant,Seattle,US,2,11,0,21,0
Salee Thai Restaurant,Seattle,US,1,11,0,21,0
Salee Thai Restaurant,Seattle,US,0,11,0,21,0
Salem's Diner,Birmingham,US,5,6,30,15,0
Salem's Diner,Birmingham,US,4,6,30,14,0
Salem's Diner,Birmingham,US,3,6,30,14,0
Salem's Diner,Birmingham,US,2,6,30,14,0
Salem's Diner,Birmingham,US,1,6,30,14,0
Salem's Diner,Birmingham,US,0,6,30,14,0
Sally's Kitchen,Melbourne,AU,5,9,0,13,30
Sally's Kitchen,Melbourne,AU,4,7,0,22,0
Sally's Kitchen,Melbourne,AU,3,7,0,22,0
Sally's Kitchen,Melbourne,AU,2,7,0,16,0
Sally's Kitchen,Melbourne,AU,1,7,0,16,0
Sally's Kitchen,Melbourne,AU,0,7,0,16,0
Saloniki Greek,Boston,US,6,11,0,22,0
Saloniki Greek,Boston,US,5,11,0,22,0
Saloniki Greek,Boston,US,4,11,0,22,0
Saloniki Greek,Boston,US,3,11,0,22,0
Saloniki Greek,Boston,US,2,11,0,22,0
Saloniki Greek,Boston,US,1,11,0,22,0
Saloniki Greek,Boston,US,0,11,0,22,0
Salotto,Canberra,AU,5,9,0,0,0
Salotto,Canberra,AU,4,9,0,0,0
Salotto,Canberra,AU,3,9,0,0,0
Salotto,Canberra,AU,2,9,0,0,0
Salotto,Canberra,AU,1,9,0,0,0
Sal's Ristorante & Pizzeria,Boston,US,6,10,0,14,0
Sal's Ristorante & Pizzeria,Boston,US,5,6,0,20,0
Sal's Ristorante & Pizzeria,Boston,US,4,6,0,20,0
Sal's Ristorante & Pizzeria,Boston,US,3,6,0,20,0
Sal's Ristorante & Pizzeria,Boston,US,2,6,0,20,0
Sal's Ristorante & Pizzeria,Boston,US,1,6,0,20,0
Sal's Ristorante & Pizzeria,Boston,US,0,6,0,20,0
Salsas Mexican Grill,Houston,US,5,9,0,22,0
Salsas Mexican Grill,Houston,US,4,9,0,22,0
Salsas Mexican Grill,Houston,US,3,11,0,21,0
Salsas Mexican Grill,Houston,US,2,11,0,21,0
Salsas Mexican Grill,Houston,US,1,11,0,21,0
Salsas Mexican Grill,Houston,US,0,11,0,21,0
Salt and Pepper Grill,Washington,US,6,12,30,22,0
Salt and Pepper Grill,Washington,US,5,12,30,22,0
Salt and Pepper Grill,Washington,US,4,17,0,22,0
Salt and Pepper Grill,Washington,US,4,11,30,14,30
Salt and Pepper Grill,Washington,US,3,17,0,22,0
Salt and Pepper Grill,Washington,US,3,11,30,14,30
Salt and Pepper Grill,Washington,US,2,17,0,22,0
Salt and Pepper Grill,Washington,US,2,11,30,14,30
Salt and Pepper Grill,Washington,US,0,17,0,22,0
Salt and Pepper Grill,Washington,US,0,11,30,14,30
Salt Bar,London,GB,6,12,0,1,0
Salt Bar,London,GB,5,11,0,1,0
Salt Bar,London,GB,4,11,0,1,0
Salt Bar,London,GB,3,11,0,1,0
Salt Bar,London,GB,2,11,0,1,0
Salt Bar,London,GB,1,11,0,1,0
Salt Bar,London,GB,0,11,0,1,0
Salt Yard,London,GB,5,17,0,23,0
Salt Yard,London,GB,4,12,0,23,0
Salt Yard,London,GB,3,12,0,23,0
Salt Yard,London,GB,2,12,0,23,0
Salt Yard,London,GB,1,12,0,23,0
Salt Yard,London,GB,0,12,0,23,0
SaltAir Seafood Kitchen,Houston,US,6,10,30,15,0
SaltAir Seafood Kitchen,Houston,US,5,10,30,23,0
SaltAir Seafood Kitchen,Houston,US,4,11,0,23,0
SaltAir Seafood Kitchen,Houston,US,3,11,0,22,0
SaltAir Seafood Kitchen,Houston,US,2,11,0,22,0
SaltAir Seafood Kitchen,Houston,US,1,11,0,22,0
Saltillo Mexican Kitchen,Houston,US,5,12,0,22,0
Saltillo Mexican Kitchen,Houston,US,4,11,0,22,0
Saltillo Mexican Kitchen,Houston,US,3,11,0,22,0
Saltillo Mexican Kitchen,Houston,US,2,11,0,22,0
Saltillo Mexican Kitchen,Houston,US,1,11,0,22,0
Saltillo Mexican Kitchen,Houston,US,0,11,0,22,0
Salty's - Alki Beach,Seattle,US,6,9,0,21,30
Salty's - Alki Beach,Seattle,US,5,9,30,22,0
Salty's - Alki Beach,Seattle,US,4,11,30,22,0
Salty's - Alki Beach,Seattle,US,3,11,30,21,30
Salty's - Alki Beach,Seattle,US,2,11,30,21,30
Salty's - Alki Beach,Seattle,US,1,11,30,21,30
Salty's - Alki Beach,Seattle,US,0,11,30,21,30
Salvation in Noodles,London,GB,6,12,0,23,0
Salvation in Noodles,London,GB,5,12,0,23,0
Salvation in Noodles,London,GB,4,18,0,23,0
Salvation in Noodles,London,GB,3,18,0,23,0
Salvation in Noodles,London,GB,2,18,0,23,0
Salvation in Noodles,London,GB,1,18,0,23,0
Salvation in Noodles,London,GB,0,18,0,23,0
Salvatore's,Boston,US,6,12,0,0,0
Salvatore's,Boston,US,5,12,0,0,0
Salvatore's,Boston,US,4,11,0,0,0
Salvatore's,Boston,US,3,11,0,0,0
Salvatore's,Boston,US,2,11,0,0,0
Salvatore's,Boston,US,1,11,0,0,0
Salvatore's,Boston,US,0,11,0,0,0
Sam LaGrassa's,Boston,US,4,11,0,15,30
Sam LaGrassa's,Boston,US,3,11,0,15,30
Sam LaGrassa's,Boston,US,2,11,0,15,30
Sam LaGrassa's,Boston,US,1,11,0,15,30
Sam LaGrassa's,Boston,US,0,11,0,15,30
Sam Sam,Melbourne,AU,6,11,30,21,30
Sam Sam,Melbourne,AU,5,11,30,21,30
Sam Sam,Melbourne,AU,4,11,30,21,30
Sam Sam,Melbourne,AU,3,11,30,21,30
Sam Sam,Melbourne,AU,2,11,30,21,30
Sam Sam,Melbourne,AU,1,11,30,21,30
Sam Sam,Melbourne,AU,0,11,30,21,30
Sam Wo Restaurant,San Francisco,US,6,11,0,16,0
Sam Wo Restaurant,San Francisco,US,5,18,0,3,0
Sam Wo Restaurant,San Francisco,US,5,11,0,16,0
Sam Wo Restaurant,San Francisco,US,4,18,0,3,0
Sam Wo Restaurant,San Francisco,US,4,11,0,16,0
Sam Wo Restaurant,San Francisco,US,3,18,0,0,0
Sam Wo Restaurant,San Francisco,US,3,11,0,16,0
Sam Wo Restaurant,San Francisco,US,2,18,0,0,0
Sam Wo Restaurant,San Francisco,US,2,11,0,16,0
Sam Wo Restaurant,San Francisco,US,0,11,0,16,0
Sami's Wrap N Roll,Boston,US,4,6,0,14,30
Sami's Wrap N Roll,Boston,US,3,6,0,14,30
Sami's Wrap N Roll,Boston,US,2,6,0,14,30
Sami's Wrap N Roll,Boston,US,1,6,0,14,30
Sami's Wrap N Roll,Boston,US,0,6,0,14,30
Sammy G's,San Jose,US,6,10,0,0,0
Sammy G's,San Jose,US,5,10,0,0,0
Sammy G's,San Jose,US,4,11,0,0,0
Sammy G's,San Jose,US,3,11,0,0,0
Sammy G's,San Jose,US,2,11,0,0,0
Sammy G's,San Jose,US,1,11,0,0,0
Sammy G's,San Jose,US,0,11,0,0,0
Sammy's Sandwich Shop,Birmingham,US,4,5,0,15,30
Sammy's Sandwich Shop,Birmingham,US,3,5,0,15,30
Sammy's Sandwich Shop,Birmingham,US,2,5,0,15,30
Sammy's Sandwich Shop,Birmingham,US,1,5,0,15,30
Sammy's Sandwich Shop,Birmingham,US,0,5,0,15,30
Samosorn Thai,Sydney,AU,6,10,0,21,0
