Name of Restaurant,City,Country Code,Day of week,Start Time Hour,Start Time Minute,End Time Hour,End Time Minute
Ichabod's,New York,US,6,17,30,22,0
Ichabod's,New York,US,6,11,0,15,30
Ichabod's,New York,US,5,17,30,23,0
Ichabod's,New York,US,5,11,0,15,30
Ichabod's,New York,US,4,17,0,23,0
Ichabod's,New York,US,3,17,0,23,0
Ichabod's,New York,US,2,17,0,23,0
Ichabod's,New York,US,1,17,0,23,0
Ichabod's,New York,US,0,17,0,22,0
Ichiban Fusion,Glasgow,GB,6,13,0,22,0
Ichiban Fusion,Glasgow,GB,5,12,0,23,0
Ichiban Fusion,Glasgow,GB,4,12,0,23,0
Ichiban Fusion,Glasgow,GB,3,12,0,22,0
Ichiban Fusion,Glasgow,GB,2,12,0,22,0
Ichiban Fusion,Glasgow,GB,1,12,0,22,0
Ichiban Fusion,Glasgow,GB,0,12,0,22,0
Ichiban,Glasgow,GB,6,13,0,23,0
Ichiban,Glasgow,GB,5,12,0,23,0
Ichiban,Glasgow,GB,4,12,0,23,0
Ichiban,Glasgow,GB,3,12,0,22,0
Ichiban,Glasgow,GB,2,12,0,22,0
Ichiban,Glasgow,GB,1,12,0,22,0
Ichiban,Glasgow,GB,0,12,0,22,0
Ichiban Yakitori,Brisbane,AU,4,10,30,16,30
Ichiban Yakitori,Brisbane,AU,3,10,30,16,30
Ichiban Yakitori,Brisbane,AU,2,10,30,16,30
Ichiban Yakitori,Brisbane,AU,1,10,30,16,30
Ichiban Yakitori,Brisbane,AU,0,10,30,16,30
Ichiban Yakitori Sushi,Boston,US,6,12,0,22,0
Ichiban Yakitori Sushi,Boston,US,5,11,30,23,0
Ichiban Yakitori Sushi,Boston,US,4,11,30,23,0
Ichiban Yakitori Sushi,Boston,US,3,11,30,22,0
Ichiban Yakitori Sushi,Boston,US,2,11,30,22,0
Ichiban Yakitori Sushi,Boston,US,1,11,30,22,0
Ichiban Yakitori Sushi,Boston,US,0,11,30,22,0
Ichido,San Francisco,US,5,19,0,21,30
Ichido,San Francisco,US,4,19,0,21,30
Ichiza,Las Vegas,US,6,17,0,2,30
Ichiza,Las Vegas,US,5,17,0,2,30
Ichiza,Las Vegas,US,4,17,0,2,30
Ichiza,Las Vegas,US,3,17,0,2,30
Ichiza,Las Vegas,US,2,17,0,2,30
Ichiza,Las Vegas,US,1,17,0,2,30
Ichiza,Las Vegas,US,0,17,0,2,30
Idelic,Kingston,AU,5,7,0,15,0
Idelic,Kingston,AU,4,7,0,15,0
Idelic,Kingston,AU,3,7,0,15,0
Idelic,Kingston,AU,2,7,0,15,0
Idelic,Kingston,AU,1,7,0,15,0
Idelic,Kingston,AU,0,7,0,15,0
Ignite Burgers & Bar,Denver,US,6,10,0,22,0
Ignite Burgers & Bar,Denver,US,5,10,0,23,0
Ignite Burgers & Bar,Denver,US,4,11,0,23,0
Ignite Burgers & Bar,Denver,US,3,11,0,22,0
Ignite Burgers & Bar,Denver,US,2,11,0,22,0
Ignite Burgers & Bar,Denver,US,1,11,0,22,0
Ignite Burgers & Bar,Denver,US,0,11,0,22,0
Iguanas Burritozilla,San Jose,US,6,10,0,21,0
Iguanas Burritozilla,San Jose,US,5,10,0,0,0
Iguanas Burritozilla,San Jose,US,4,10,0,0,0
Iguanas Burritozilla,San Jose,US,3,10,0,0,0
Iguanas Burritozilla,San Jose,US,2,10,0,22,0
Iguanas Burritozilla,San Jose,US,1,10,0,22,0
Iguanas Burritozilla,San Jose,US,0,10,0,22,0
Iguanas,San Jose,US,6,11,0,22,0
Iguanas,San Jose,US,5,11,0,3,0
Iguanas,San Jose,US,4,11,0,3,0
Iguanas,San Jose,US,3,11,0,3,0
Iguanas,San Jose,US,2,11,0,0,0
Iguanas,San Jose,US,1,11,0,0,0
Iguanas,San Jose,US,0,11,0,0,0
iI Tempo,Melbourne,AU,6,7,0,23,0
iI Tempo,Melbourne,AU,5,7,0,23,0
iI Tempo,Melbourne,AU,4,7,0,23,0
iI Tempo,Melbourne,AU,3,7,0,23,0
iI Tempo,Melbourne,AU,2,7,0,23,0
iI Tempo,Melbourne,AU,1,7,0,23,0
iI Tempo,Melbourne,AU,0,7,0,23,0
III Forks,Denver,US,6,16,0,21,0
III Forks,Denver,US,5,16,0,23,0
III Forks,Denver,US,4,16,0,23,0
III Forks,Denver,US,3,16,0,22,0
III Forks,Denver,US,2,16,0,22,0
III Forks,Denver,US,1,16,0,22,0
III Forks,Denver,US,0,16,0,22,0
iJava Coffee & Eatery,San Jose,US,6,8,0,18,0
iJava Coffee & Eatery,San Jose,US,5,8,0,18,0
iJava Coffee & Eatery,San Jose,US,4,6,30,19,0
iJava Coffee & Eatery,San Jose,US,3,6,30,19,0
iJava Coffee & Eatery,San Jose,US,2,6,30,19,0
iJava Coffee & Eatery,San Jose,US,1,6,30,19,0
iJava Coffee & Eatery,San Jose,US,0,6,30,19,0
Ike's Love and Sandwiches,San Jose,US,6,10,30,20,0
Ike's Love and Sandwiches,San Jose,US,5,10,30,20,0
Ike's Love and Sandwiches,San Jose,US,4,10,30,20,0
Ike's Love and Sandwiches,San Jose,US,3,10,30,19,0
Ike's Love and Sandwiches,San Jose,US,2,10,30,19,0
Ike's Love and Sandwiches,San Jose,US,1,10,30,19,0
Ike's Love and Sandwiches,San Jose,US,0,10,30,19,0
Ike's Love & Sandwiches,San Jose,US,6,10,30,19,0
Ike's Love & Sandwiches,San Jose,US,5,10,30,20,0
Ike's Love & Sandwiches,San Jose,US,4,10,30,20,0
Ike's Love & Sandwiches,San Jose,US,3,10,30,19,0
Ike's Love & Sandwiches,San Jose,US,2,10,30,19,0
Ike's Love & Sandwiches,San Jose,US,1,10,30,19,0
Ike's Love & Sandwiches,San Jose,US,0,10,30,19,0
Ike's Rack Shack,Melbourne,AU,6,13,0,22,30
Ike's Rack Shack,Melbourne,AU,5,13,0,22,30
Ike's Rack Shack,Melbourne,AU,4,13,0,22,30
Ike's Rack Shack,Melbourne,AU,3,16,0,22,30
Ike's Rack Shack,Melbourne,AU,2,16,0,22,30
Ike's Rack Shack,Melbourne,AU,1,16,0,22,30
Ike's Rack Shack,Melbourne,AU,0,16,0,22,30
Ikkoryu Fukuoka Ramen,Melbourne,AU,6,17,30,22,0
Ikkoryu Fukuoka Ramen,Melbourne,AU,6,11,30,15,0
Ikkoryu Fukuoka Ramen,Melbourne,AU,5,17,30,1,0
Ikkoryu Fukuoka Ramen,Melbourne,AU,5,11,30,15,0
Ikkoryu Fukuoka Ramen,Melbourne,AU,4,17,30,1,0
Ikkoryu Fukuoka Ramen,Melbourne,AU,4,11,30,15,0
Ikkoryu Fukuoka Ramen,Melbourne,AU,3,17,30,22,0
Ikkoryu Fukuoka Ramen,Melbourne,AU,3,11,30,15,0
Ikkoryu Fukuoka Ramen,Melbourne,AU,2,17,30,22,0
Ikkoryu Fukuoka Ramen,Melbourne,AU,2,11,30,15,0
Ikkoryu Fukuoka Ramen,Melbourne,AU,1,17,30,22,0
Ikkoryu Fukuoka Ramen,Melbourne,AU,1,11,30,15,0
Iku Wholefood,Sydney,AU,4,8,0,17,0
Iku Wholefood,Sydney,AU,3,8,0,17,0
Iku Wholefood,Sydney,AU,2,8,0,17,0
Iku Wholefood,Sydney,AU,1,8,0,17,0
Iku Wholefood,Sydney,AU,0,8,0,17,0
Il Bacaro,Melbourne,AU,5,18,0,23,0
Il Bacaro,Melbourne,AU,5,12,0,15,0
Il Bacaro,Melbourne,AU,4,18,0,23,0
Il Bacaro,Melbourne,AU,4,12,0,15,0
Il Bacaro,Melbourne,AU,3,18,0,22,30
Il Bacaro,Melbourne,AU,3,12,0,15,0
Il Bacaro,Melbourne,AU,2,18,0,22,30
Il Bacaro,Melbourne,AU,2,12,0,15,0
Il Bacaro,Melbourne,AU,1,18,0,22,30
Il Bacaro,Melbourne,AU,1,12,0,15,0
Il Bacaro,Melbourne,AU,0,18,0,22,30
Il Bacaro,Melbourne,AU,0,12,0,15,0
Il Bambino,New York,US,6,10,0,23,0
Il Bambino,New York,US,5,10,0,0,0
Il Bambino,New York,US,4,10,0,0,0
Il Bambino,New York,US,3,10,0,23,0
Il Bambino,New York,US,2,10,0,23,0
Il Bambino,New York,US,1,10,0,23,0
Il Bambino,New York,US,0,10,0,23,0
Il Blandford's,London,GB,6,9,0,21,0
Il Blandford's,London,GB,5,9,0,23,0
Il Blandford's,London,GB,4,7,30,23,0
Il Blandford's,London,GB,3,7,30,23,0
Il Blandford's,London,GB,2,7,30,23,0
Il Blandford's,London,GB,1,7,30,23,0
Il Bordello,London,GB,6,13,0,22,30
Il Bordello,London,GB,5,13,0,23,0
Il Bordello,London,GB,4,18,0,23,0
Il Bordello,London,GB,4,12,0,15,0
Il Bordello,London,GB,3,18,0,23,0
Il Bordello,London,GB,3,12,0,15,0
Il Bordello,London,GB,2,18,0,23,0
Il Bordello,London,GB,2,12,0,15,0
Il Bordello,London,GB,1,18,0,23,0
Il Bordello,London,GB,1,12,0,15,0
Il Bordello,London,GB,0,18,0,23,0
Il Bordello,London,GB,0,12,0,15,0
Il Corvo Pasta,Seattle,US,4,11,0,15,0
Il Corvo Pasta,Seattle,US,3,11,0,15,0
Il Corvo Pasta,Seattle,US,2,11,0,15,0
Il Corvo Pasta,Seattle,US,1,11,0,15,0
Il Corvo Pasta,Seattle,US,0,11,0,15,0
il Molo,Boston,US,5,16,15,23,30
il Molo,Boston,US,4,16,15,23,30
il Molo,Boston,US,3,16,15,23,30
il Molo,Boston,US,2,16,15,23,30
il Molo,Boston,US,1,16,15,23,30
il Molo,Boston,US,0,16,15,23,30
il Pom Italian,Melbourne,AU,6,11,0,23,30
il Pom Italian,Melbourne,AU,5,11,0,23,30
il Pom Italian,Melbourne,AU,4,11,0,23,30
il Pom Italian,Melbourne,AU,3,11,0,23,30
il Pom Italian,Melbourne,AU,2,11,0,23,30
il Pom Italian,Melbourne,AU,1,11,0,23,30
il Pom Italian,Melbourne,AU,0,11,0,23,30
Il Portico,London,GB,5,18,0,23,0
Il Portico,London,GB,5,12,0,14,30
Il Portico,London,GB,4,18,0,23,0
Il Portico,London,GB,4,12,0,14,30
Il Portico,London,GB,3,18,0,23,0
Il Portico,London,GB,3,12,0,14,30
Il Portico,London,GB,2,18,0,23,0
Il Portico,London,GB,2,12,0,14,30
Il Portico,London,GB,1,18,0,23,0
Il Portico,London,GB,1,12,0,14,30
Il Portico,London,GB,0,18,0,23,0
Il Portico,London,GB,0,12,0,14,30
Ilios Noche,Charlotte,US,6,10,0,21,0
Ilios Noche,Charlotte,US,5,11,0,0,0
Ilios Noche,Charlotte,US,4,11,0,0,0
Ilios Noche,Charlotte,US,3,11,0,23,0
Ilios Noche,Charlotte,US,2,11,0,22,0
Ilios Noche,Charlotte,US,1,11,0,22,0
Ilios Noche,Charlotte,US,0,11,0,22,0
Illegal Burger,Denver,US,6,11,0,20,0
Illegal Burger,Denver,US,5,11,0,21,0
Illegal Burger,Denver,US,4,11,0,21,0
Illegal Burger,Denver,US,3,11,0,21,0
Illegal Burger,Denver,US,2,11,0,21,0
Illegal Burger,Denver,US,1,11,0,21,0
Illegal Burger,Denver,US,0,11,0,21,0
Illegal Pete's,Denver,US,6,9,0,0,0
Illegal Pete's,Denver,US,5,9,0,2,30
Illegal Pete's,Denver,US,4,7,0,2,30
Illegal Pete's,Denver,US,3,7,0,2,30
Illegal Pete's,Denver,US,2,7,0,0,0
Illegal Pete's,Denver,US,1,7,0,0,0
Illegal Pete's,Denver,US,0,7,0,0,0
Illegal Pete's,Denver,US,6,9,0,0,0
Illegal Pete's,Denver,US,5,9,0,2,30
Illegal Pete's,Denver,US,4,7,0,2,30
Illegal Pete's,Denver,US,3,7,0,2,30
Illegal Pete's,Denver,US,2,7,0,0,0
Illegal Pete's,Denver,US,1,7,0,0,0
Illegal Pete's,Denver,US,0,7,0,0,0
I'm Angus Steak House,Sydney,AU,5,18,0,0,0
I'm Angus Steak House,Sydney,AU,5,12,0,15,0
I'm Angus Steak House,Sydney,AU,4,18,0,22,30
I'm Angus Steak House,Sydney,AU,4,12,0,15,0
I'm Angus Steak House,Sydney,AU,3,18,0,22,30
I'm Angus Steak House,Sydney,AU,3,12,0,15,0
I'm Angus Steak House,Sydney,AU,2,18,0,22,30
I'm Angus Steak House,Sydney,AU,2,12,0,15,0
I'm Angus Steak House,Sydney,AU,1,18,0,22,30
I'm Angus Steak House,Sydney,AU,1,12,0,15,0
I'm Angus Steak House,Sydney,AU,0,18,0,22,30
I'm Angus Steak House,Sydney,AU,0,12,0,15,0
Imm Thai,Washington,US,6,11,30,22,0
Imm Thai,Washington,US,5,11,30,22,0
Imm Thai,Washington,US,4,11,30,22,0
Imm Thai,Washington,US,3,11,30,22,0
Imm Thai,Washington,US,2,11,30,22,0
Imm Thai,Washington,US,1,11,30,22,0
Imm Thai,Washington,US,0,17,0,22,0
Imperioso,Canberra,AU,5,8,0,17,0
Imperioso,Canberra,AU,4,8,0,17,0
Imperioso,Canberra,AU,3,8,0,17,0
Imperioso,Canberra,AU,2,8,0,17,0
Imperioso,Canberra,AU,1,8,0,17,0
In A Rush,Melbourne,AU,6,6,30,17,0
In A Rush,Melbourne,AU,5,6,30,17,0
In A Rush,Melbourne,AU,4,6,30,17,0
In A Rush,Melbourne,AU,3,6,30,17,0
In A Rush,Melbourne,AU,2,6,30,17,0
In A Rush,Melbourne,AU,1,6,30,17,0
In A Rush,Melbourne,AU,0,6,30,17,0
In-N-Out Burger,San Jose,US,6,10,30,1,0
In-N-Out Burger,San Jose,US,5,10,30,1,30
In-N-Out Burger,San Jose,US,4,10,30,1,30
In-N-Out Burger,San Jose,US,3,10,30,1,0
In-N-Out Burger,San Jose,US,2,10,30,1,0
In-N-Out Burger,San Jose,US,1,10,30,1,0
In-N-Out Burger,San Jose,US,0,10,30,1,0
In-N-Out Burger,San Jose,US,6,10,30,1,0
In-N-Out Burger,San Jose,US,5,10,30,1,30
In-N-Out Burger,San Jose,US,4,10,30,1,30
In-N-Out Burger,San Jose,US,3,10,30,1,0
In-N-Out Burger,San Jose,US,2,10,30,1,0
In-N-Out Burger,San Jose,US,1,10,30,1,0
In-N-Out Burger,San Jose,US,0,10,30,1,0
In Parma by Food Roots,London,GB,6,17,30,22,30
In Parma by Food Roots,London,GB,5,13,0,23,30
In Parma by Food Roots,London,GB,4,18,0,23,30
In Parma by Food Roots,London,GB,4,11,30,15,0
In Parma by Food Roots,London,GB,3,18,0,23,30
In Parma by Food Roots,London,GB,3,11,30,15,0
In Parma by Food Roots,London,GB,2,18,0,23,30
In Parma by Food Roots,London,GB,2,11,30,15,0
In Parma by Food Roots,London,GB,1,18,0,23,30
In Parma by Food Roots,London,GB,1,11,30,15,0
In Parma by Food Roots,London,GB,0,18,0,23,30
In Parma by Food Roots,London,GB,0,11,30,15,0
Inchin's Bamboo Garden,San Jose,US,6,12,0,22,0
Inchin's Bamboo Garden,San Jose,US,5,12,0,22,30
Inchin's Bamboo Garden,San Jose,US,4,17,0,22,30
Inchin's Bamboo Garden,San Jose,US,4,11,30,14,30
Inchin's Bamboo Garden,San Jose,US,3,17,0,22,0
Inchin's Bamboo Garden,San Jose,US,3,11,30,14,30
Inchin's Bamboo Garden,San Jose,US,2,17,0,22,0
Inchin's Bamboo Garden,San Jose,US,2,11,30,14,30
Inchin's Bamboo Garden,San Jose,US,1,17,0,22,0
Inchin's Bamboo Garden,San Jose,US,1,11,30,14,30
Inchin's Bamboo Garden,San Jose,US,0,17,0,22,0
Inchin's Bamboo Garden,San Jose,US,0,11,30,14,30
Indian Affair in the City,Canberra,AU,5,17,30,22,0
Indian Affair in the City,Canberra,AU,4,17,30,22,0
Indian Affair in the City,Canberra,AU,3,17,30,22,0
Indian Affair in the City,Canberra,AU,2,17,30,22,0
Indian Affair in the City,Canberra,AU,1,17,30,22,0
Indian Affair in the City,Canberra,AU,0,17,30,22,0
Indian Mehfil,Brisbane,AU,5,11,0,21,0
Indian Mehfil,Brisbane,AU,4,16,30,22,0
Indian Mehfil,Brisbane,AU,3,16,30,22,0
Indian Mehfil,Brisbane,AU,2,16,30,21,0
Indian Mehfil,Brisbane,AU,1,16,30,21,0
Indian Mehfil,Brisbane,AU,0,17,0,21,0
Indigo,Washington,US,5,16,0,22,0
Indigo,Washington,US,4,11,0,21,0
Indigo,Washington,US,3,11,0,21,0
Indigo,Washington,US,2,11,0,21,0
Indigo,Washington,US,1,11,0,21,0
Indigo,Washington,US,0,11,0,21,0
Indonesia Indah Restaurant,Perth,AU,6,17,0,21,0
Indonesia Indah Restaurant,Perth,AU,5,17,0,21,0
Indonesia Indah Restaurant,Perth,AU,4,17,0,21,0
Indonesia Indah Restaurant,Perth,AU,3,17,0,21,0
Indonesia Indah Restaurant,Perth,AU,2,17,0,21,0
Indonesia Indah Restaurant,Perth,AU,1,17,0,21,0
Indonesia Indah Restaurant,Perth,AU,0,17,0,21,0
Indu,Sydney,AU,5,17,0,0,0
Indu,Sydney,AU,4,12,0,0,0
Indu,Sydney,AU,3,12,0,0,0
Indu,Sydney,AU,2,12,0,0,0
Indu,Sydney,AU,1,12,0,0,0
Industry Zen,Auckland,NZ,6,17,30,23,0
Industry Zen,Auckland,NZ,6,12,0,15,0
Industry Zen,Auckland,NZ,5,17,30,23,0
Industry Zen,Auckland,NZ,5,12,0,15,0
Industry Zen,Auckland,NZ,4,17,30,23,0
Industry Zen,Auckland,NZ,4,12,0,15,0
Industry Zen,Auckland,NZ,3,17,30,23,0
Industry Zen,Auckland,NZ,3,12,0,15,0
Industry Zen,Auckland,NZ,2,17,30,23,0
Industry Zen,Auckland,NZ,2,12,0,15,0
Industry Zen,Auckland,NZ,1,17,30,23,0
Industry Zen,Auckland,NZ,1,12,0,15,0
Industry Zen,Auckland,NZ,0,17,30,23,0
Industry Zen,Auckland,NZ,0,12,0,15,0
Infinitus Pie-iPIE,Denver,US,4,10,0,17,0
Infinitus Pie-iPIE,Denver,US,3,10,0,19,0
Infinitus Pie-iPIE,Denver,US,2,10,0,19,0
Infinitus Pie-iPIE,Denver,US,1,10,0,19,0
Infinitus Pie-iPIE,Denver,US,0,10,0,19,0
Infinity Cafe,Perth,AU,5,6,30,15,0
Infinity Cafe,Perth,AU,4,6,30,17,0
Infinity Cafe,Perth,AU,3,6,30,17,0
Infinity Cafe,Perth,AU,2,6,30,17,0
Infinity Cafe,Perth,AU,1,6,30,17,0
Infinity Cafe,Perth,AU,0,6,30,17,0
Ingo's Tasty Food,Phoenix,US,6,11,0,21,0
Ingo's Tasty Food,Phoenix,US,5,11,0,21,0
Ingo's Tasty Food,Phoenix,US,4,11,0,21,0
Ingo's Tasty Food,Phoenix,US,3,11,0,21,0
Ingo's Tasty Food,Phoenix,US,2,11,0,21,0
Ingo's Tasty Food,Phoenix,US,1,11,0,21,0
Ingo's Tasty Food,Phoenix,US,0,11,0,21,0
Inizio Pizza Napoletana,Charlotte,US,6,11,0,21,30
Inizio Pizza Napoletana,Charlotte,US,5,11,0,22,0
Inizio Pizza Napoletana,Charlotte,US,4,11,0,22,0
Inizio Pizza Napoletana,Charlotte,US,3,11,0,21,30
Inizio Pizza Napoletana,Charlotte,US,2,11,0,21,30
Inizio Pizza Napoletana,Charlotte,US,1,11,0,21,30
Inizio Pizza Napoletana,Charlotte,US,0,11,0,21,30
Insan's Cafe,Perth,AU,6,11,30,18,0
Insan's Cafe,Perth,AU,5,11,30,18,0
Insan's Cafe,Perth,AU,4,11,30,21,0
Insan's Cafe,Perth,AU,3,11,30,19,30
Insan's Cafe,Perth,AU,2,11,30,19,30
Insan's Cafe,Perth,AU,1,11,30,19,30
Insan's Cafe,Perth,AU,0,11,30,19,30
Insomnia Kebab and Pizza,Sydney,AU,6,9,0,1,0
Insomnia Kebab and Pizza,Sydney,AU,5,9,0,1,0
Insomnia Kebab and Pizza,Sydney,AU,4,8,0,1,0
Insomnia Kebab and Pizza,Sydney,AU,3,8,0,1,0
Insomnia Kebab and Pizza,Sydney,AU,2,8,0,1,0
Insomnia Kebab and Pizza,Sydney,AU,1,8,0,1,0
Insomnia Kebab and Pizza,Sydney,AU,0,8,0,1,0
Inspiration Kitchens,Chicago,US,6,10,0,15,0
Inspiration Kitchens,Chicago,US,5,10,0,21,0
Inspiration Kitchens,Chicago,US,4,11,0,21,0
Inspiration Kitchens,Chicago,US,3,11,0,21,0
Inspiration Kitchens,Chicago,US,2,11,0,21,0
Intermezzo Carmine,Seattle,US,5,16,30,1,0
Intermezzo Carmine,Seattle,US,4,11,30,1,0
Intermezzo Carmine,Seattle,US,3,11,30,0,0
Intermezzo Carmine,Seattle,US,2,11,30,0,0
Intermezzo Carmine,Seattle,US,1,11,30,0,0
Intermezzo Carmine,Seattle,US,0,11,30,0,0
Intermezzo Pizzeria and Cafe,Charlotte,US,6,12,0,0,0
Intermezzo Pizzeria and Cafe,Charlotte,US,5,11,0,0,0
Intermezzo Pizzeria and Cafe,Charlotte,US,4,11,0,0,0
Intermezzo Pizzeria and Cafe,Charlotte,US,3,11,0,0,0
Intermezzo Pizzeria and Cafe,Charlotte,US,2,11,0,0,0
Intermezzo Pizzeria and Cafe,Charlotte,US,1,11,0,0,0
Intermezzo Pizzeria and Cafe,Charlotte,US,0,11,0,0,0
Intermezzo Ristorante,Sydney,AU,5,18,0,22,0
Intermezzo Ristorante,Sydney,AU,5,8,0,15,0
Intermezzo Ristorante,Sydney,AU,4,18,0,22,0
Intermezzo Ristorante,Sydney,AU,4,12,0,15,0
Intermezzo Ristorante,Sydney,AU,4,7,0,10,30
Intermezzo Ristorante,Sydney,AU,3,18,0,22,0
Intermezzo Ristorante,Sydney,AU,3,12,0,15,0
Intermezzo Ristorante,Sydney,AU,3,7,0,10,30
Intermezzo Ristorante,Sydney,AU,2,18,0,22,0
Intermezzo Ristorante,Sydney,AU,2,12,0,15,0
Intermezzo Ristorante,Sydney,AU,2,7,0,10,30
Intermezzo Ristorante,Sydney,AU,1,18,0,22,0
Intermezzo Ristorante,Sydney,AU,1,12,0,15,0
Intermezzo Ristorante,Sydney,AU,1,7,0,10,30
Intermezzo Ristorante,Sydney,AU,0,18,0,22,0
Intermezzo Ristorante,Sydney,AU,0,12,0,15,0
Intermezzo Ristorante,Sydney,AU,0,7,0,10,30
Intermission Tavern,Boston,US,6,11,0,2,0
Intermission Tavern,Boston,US,5,11,0,2,0
Intermission Tavern,Boston,US,4,11,0,2,0
Intermission Tavern,Boston,US,3,11,0,2,0
Intermission Tavern,Boston,US,2,11,0,2,0
Intermission Tavern,Boston,US,1,11,0,2,0
Intermission Tavern,Boston,US,0,11,0,2,0
Internal Matter,Boston,US,4,7,30,22,0
Internal Matter,Boston,US,3,7,30,22,0
Internal Matter,Boston,US,2,7,30,22,0
Internal Matter,Boston,US,1,7,30,22,0
Internal Matter,Boston,US,0,7,30,14,0
International House of Food,Phoenix,US,5,6,0,21,0
International House of Food,Phoenix,US,4,6,0,21,0
International House of Food,Phoenix,US,3,6,0,21,0
International House of Food,Phoenix,US,2,6,0,18,0
International House of Food,Phoenix,US,1,6,0,18,0
International House of Food,Phoenix,US,0,6,0,18,0
Interstate Kitchen & Bar,Denver,US,6,10,0,0,0
Interstate Kitchen & Bar,Denver,US,5,10,0,0,0
Interstate Kitchen & Bar,Denver,US,4,11,30,0,0
Interstate Kitchen & Bar,Denver,US,3,11,30,0,0
Interstate Kitchen & Bar,Denver,US,2,11,30,0,0
Interstate Kitchen & Bar,Denver,US,1,11,30,0,0
Interstate Kitchen & Bar,Denver,US,0,11,30,0,0
iPho,Charlotte,US,6,11,0,22,0
iPho,Charlotte,US,5,11,0,22,0
iPho,Charlotte,US,4,11,0,22,0
iPho,Charlotte,US,3,11,0,22,0
iPho,Charlotte,US,2,11,0,22,0
iPho,Charlotte,US,1,11,0,22,0
iPho,Charlotte,US,0,11,0,22,0
IPOH Garden Malaysian Cuisine,San Jose,US,6,17,0,22,0
IPOH Garden Malaysian Cuisine,San Jose,US,6,11,0,15,0
IPOH Garden Malaysian Cuisine,San Jose,US,5,17,0,22,0
IPOH Garden Malaysian Cuisine,San Jose,US,5,11,0,15,0
IPOH Garden Malaysian Cuisine,San Jose,US,4,17,0,22,0
IPOH Garden Malaysian Cuisine,San Jose,US,4,11,0,15,0
IPOH Garden Malaysian Cuisine,San Jose,US,3,17,0,22,0
IPOH Garden Malaysian Cuisine,San Jose,US,3,11,0,15,0
IPOH Garden Malaysian Cuisine,San Jose,US,2,17,0,22,0
IPOH Garden Malaysian Cuisine,San Jose,US,2,11,0,15,0
IPOH Garden Malaysian Cuisine,San Jose,US,1,17,0,22,0
IPOH Garden Malaysian Cuisine,San Jose,US,1,11,0,15,0
IPOH Garden Malaysian Cuisine,San Jose,US,0,17,0,22,0
IPOH Garden Malaysian Cuisine,San Jose,US,0,11,0,15,0
Ipoh on York,Sydney,AU,5,11,0,15,0
Ipoh on York,Sydney,AU,4,10,0,15,30
Ipoh on York,Sydney,AU,3,10,0,15,30
Ipoh on York,Sydney,AU,2,10,0,15,30
Ipoh on York,Sydney,AU,1,10,0,15,30
Ipoh on York,Sydney,AU,0,10,0,15,30
Ipoh Town,Sydney,AU,4,10,30,16,0
Ipoh Town,Sydney,AU,3,10,30,16,0
Ipoh Town,Sydney,AU,2,10,30,16,0
Ipoh Town,Sydney,AU,1,10,30,16,0
Ipoh Town,Sydney,AU,0,10,30,16,0
Ippudo NY,New York,US,6,11,0,22,30
Ippudo NY,New York,US,5,11,0,23,30
Ippudo NY,New York,US,4,17,0,0,30
Ippudo NY,New York,US,4,11,0,15,30
Ippudo NY,New York,US,3,17,0,23,30
Ippudo NY,New York,US,3,11,0,15,30
Ippudo NY,New York,US,2,17,0,23,30
Ippudo NY,New York,US,2,11,0,15,30
Ippudo NY,New York,US,1,17,0,23,30
Ippudo NY,New York,US,1,11,0,15,30
Ippudo NY,New York,US,0,17,0,23,30
Irashai Sushi and Teriyaki,Boston,US,6,11,0,22,0
Irashai Sushi and Teriyaki,Boston,US,5,11,0,23,0
Irashai Sushi and Teriyaki,Boston,US,4,11,0,23,0
Irashai Sushi and Teriyaki,Boston,US,3,11,0,22,0
Irashai Sushi and Teriyaki,Boston,US,2,11,0,22,0
Irashai Sushi and Teriyaki,Boston,US,1,11,0,22,0
Irashai Sushi and Teriyaki,Boston,US,0,11,0,22,0
Irazu,Chicago,US,5,10,0,21,30
Irazu,Chicago,US,4,9,0,21,30
Irazu,Chicago,US,3,9,0,21,30
Irazu,Chicago,US,2,9,0,21,30
Irazu,Chicago,US,1,9,0,21,30
Irazu,Chicago,US,0,9,0,21,30
Iridescence,Detroit,US,6,17,0,22,0
Iridescence,Detroit,US,5,17,0,23,0
Iridescence,Detroit,US,4,17,0,23,0
Iridescence,Detroit,US,3,17,0,22,0
Iridescence,Detroit,US,2,17,0,22,0
Irma's Southwest Grill,Houston,US,5,17,0,21,0
Irma's Southwest Grill,Houston,US,4,17,0,21,0
Irma's Southwest Grill,Houston,US,4,11,0,15,0
Irma's Southwest Grill,Houston,US,3,17,0,21,0
Irma's Southwest Grill,Houston,US,3,11,0,15,0
Irma's Southwest Grill,Houston,US,2,17,0,21,0
Irma's Southwest Grill,Houston,US,2,11,0,15,0
Irma's Southwest Grill,Houston,US,1,17,0,21,0
Irma's Southwest Grill,Houston,US,1,11,0,15,0
Irma's Southwest Grill,Houston,US,0,17,0,21,0
Irma's Southwest Grill,Houston,US,0,11,0,15,0
Isabella's Restaurant,San Jose,US,6,14,0,20,0
Isabella's Restaurant,San Jose,US,5,12,0,22,0
Isabella's Restaurant,San Jose,US,4,12,0,22,0
Isabella's Restaurant,San Jose,US,3,12,0,21,0
Isabella's Restaurant,San Jose,US,2,12,0,21,0
Isabella's Restaurant,San Jose,US,1,12,0,21,0
